datetime,type,gap_top,gap_bottom,gap_size,mitigated,mitigation_time,trend_at_creation,context
2025-10-29 01:30:00,Bearish,1.165637016296387,1.1653653383255,0.0002716779708868966,True,2025-10-29 14:30:00,Neutral,Counter-Trend / Reversal
2025-10-29 02:00:00,Bearish,1.1653653383255,1.165093779563904,0.00027155876159601355,True,2025-10-29 10:30:00,Neutral,Counter-Trend / Reversal
2025-10-29 03:30:00,Bearish,1.164686679840088,1.164551138877869,0.0001355409622187942,True,2025-10-29 09:30:00,Neutral,Counter-Trend / Reversal
2025-10-29 04:00:00,Bearish,1.164551138877869,1.164008855819702,0.00054228305816717,True,2025-10-29 07:00:00,Neutral,Counter-Trend / Reversal
2025-10-29 04:30:00,Bearish,1.164008855819702,1.163873314857483,0.00013554096221901624,True,2025-10-29 05:00:00,Neutral,Counter-Trend / Reversal
2025-10-29 10:00:00,Bullish,1.164144277572632,1.163331747055054,0.000812530517578125,True,2025-10-29 11:00:00,Neutral,Counter-Trend / Reversal
2025-10-29 11:30:00,Bearish,1.164822340011597,1.164551138877869,0.0002712011337278053,True,2025-10-29 12:00:00,Neutral,Counter-Trend / Reversal
2025-10-29 16:00:00,Bullish,1.166180729866028,1.165637016296387,0.0005437135696411133,True,2025-10-29 16:30:00,Neutral,Counter-Trend / Reversal
2025-10-29 17:30:00,Bearish,1.165908813476562,1.1653653383255,0.0005434751510620117,True,2025-11-13 17:00:00,Neutral,Counter-Trend / Reversal
2025-10-29 18:00:00,Bearish,1.1653653383255,1.165093779563904,0.00027155876159601355,True,2025-11-13 16:30:00,Neutral,Counter-Trend / Reversal
2025-10-29 18:30:00,Bearish,1.164958119392395,1.164822340011597,0.0001357793807981178,True,2025-11-13 16:00:00,Neutral,Counter-Trend / Reversal
2025-10-29 19:00:00,Bearish,1.163873314857483,1.160092830657959,0.0037804841995239258,True,2025-10-29 19:30:00,Neutral,Counter-Trend / Reversal
2025-10-30 00:30:00,Bullish,1.161440134048462,1.160900831222534,0.0005393028259279564,True,2025-10-30 01:00:00,Downtrend,Counter-Trend / Reversal
2025-10-30 04:30:00,Bullish,1.163061261177063,1.161844968795776,0.0012162923812870652,True,2025-10-30 05:00:00,Uptrend,Trend Continuation
2025-10-30 07:00:00,Bearish,1.162790656089783,1.162520408630371,0.00027024745941184314,True,2025-10-30 09:00:00,Downtrend,Trend Continuation
2025-10-30 11:00:00,Bearish,1.161710023880005,1.161440134048462,0.0002698898315431908,True,2025-11-13 07:30:00,Downtrend,Trend Continuation
2025-10-30 12:00:00,Bearish,1.160766124725342,1.160227417945862,0.0005387067794799805,True,2025-11-11 13:30:00,Downtrend,Trend Continuation
2025-10-30 12:30:00,Bearish,1.159958243370056,1.158614277839661,0.0013439655303948417,True,2025-10-30 14:00:00,Downtrend,Trend Continuation
2025-10-30 13:00:00,Bearish,1.158077597618103,1.157407402992249,0.0006701946258540481,True,2025-10-30 13:30:00,Downtrend,Trend Continuation
2025-10-30 14:00:00,Bullish,1.157809495925903,1.157407402992249,0.000402092933654119,True,2025-10-30 14:30:00,Downtrend,Counter-Trend / Reversal
2025-10-30 16:00:00,Bearish,1.157139539718628,1.156871795654297,0.00026774406433083264,True,2025-10-30 16:30:00,Downtrend,Trend Continuation
2025-10-31 01:00:00,Bullish,1.157809495925903,1.157675385475159,0.00013411045074418482,True,2025-10-31 01:30:00,Downtrend,Counter-Trend / Reversal
2025-10-31 07:00:00,Bearish,1.157005667686462,1.156604170799255,0.00040149688720703125,True,2025-10-31 07:30:00,Downtrend,Trend Continuation
2025-10-31 09:00:00,Bullish,1.157273530960083,1.157005667686462,0.00026786327362104956,True,2025-10-31 09:30:00,Downtrend,Counter-Trend / Reversal
2025-10-31 12:00:00,Bearish,1.157273530960083,1.157005667686462,0.00026786327362104956,True,2025-11-07 13:00:00,Downtrend,Trend Continuation
2025-10-31 13:30:00,Bearish,1.155802130699158,1.155134558677673,0.0006675720214850411,True,2025-11-06 18:30:00,Downtrend,Trend Continuation
2025-10-31 14:00:00,Bearish,1.155134558677673,1.154467821121216,0.0006667375564568534,True,2025-10-31 15:30:00,Downtrend,Trend Continuation
2025-10-31 17:30:00,Bearish,1.153269529342651,1.153136491775513,0.00013303756713800574,True,2025-10-31 19:00:00,Downtrend,Trend Continuation
2025-10-31 21:00:00,Bullish,1.154334545135498,1.153668642044067,0.0006659030914311082,True,2025-11-03 00:00:00,Downtrend,Counter-Trend / Reversal
2025-11-03 00:30:00,Bearish,1.154334545135498,1.153269529342651,0.0010650157928471238,True,2025-11-03 01:30:00,Downtrend,Trend Continuation
2025-11-03 02:30:00,Bullish,1.15340256690979,1.153269529342651,0.00013303756713911596,True,2025-11-03 03:00:00,Downtrend,Counter-Trend / Reversal
2025-11-03 08:30:00,Bearish,1.153801798820496,1.153003573417664,0.0007982254028320312,True,2025-11-03 16:00:00,Downtrend,Trend Continuation
2025-11-03 09:00:00,Bearish,1.152870655059814,1.152206420898438,0.000664234161376065,True,2025-11-03 09:30:00,Downtrend,Trend Continuation
2025-11-03 13:30:00,Bearish,1.152073740959167,1.151808381080627,0.00026535987854003906,True,2025-11-03 15:00:00,Downtrend,Trend Continuation
