datetime,type,gap_top,gap_bottom,gap_size,mitigated,mitigation_time,trend_at_creation,context
2024-11-29 02:00:00,Bearish,150.5220031738281,150.3950042724609,0.1269989013671875,True,2024-11-29 16:00:00,Neutral,Counter-Trend / Reversal
2024-11-29 18:00:00,Bearish,150.1490020751953,149.6860046386719,0.4629974365234091,True,2024-11-29 19:00:00,Neutral,Counter-Trend / Reversal
2024-11-29 22:00:00,Bullish,149.7299957275391,149.6670074462891,0.06298828125,True,2024-12-02 15:00:00,Neutral,Counter-Trend / Reversal
2024-12-02 00:00:00,Bullish,149.8000030517578,149.7610015869141,0.03900146484372158,True,2024-12-02 15:00:00,Neutral,Counter-Trend / Reversal
2024-12-02 01:00:00,Bullish,150.14599609375,149.7299957275391,0.4160003662109091,True,2024-12-02 07:00:00,Neutral,Counter-Trend / Reversal
2024-12-02 02:00:00,Bullish,150.4680023193359,150.2879943847656,0.1800079345703125,True,2024-12-02 04:00:00,Neutral,Counter-Trend / Reversal
2024-12-02 07:00:00,Bearish,150.5099945068359,150.4499969482422,0.05999755859372158,True,2024-12-04 08:00:00,Neutral,Counter-Trend / Reversal
2024-12-02 17:00:00,Bearish,149.7169952392578,149.6269989013672,0.089996337890625,True,2024-12-02 18:00:00,Neutral,Counter-Trend / Reversal
2024-12-03 04:00:00,Bullish,150.0420074462891,149.9969940185547,0.04501342773440342,True,2024-12-03 05:00:00,Uptrend,Trend Continuation
2024-12-03 14:00:00,Bearish,149.5959930419922,149.0720062255859,0.5239868164062784,True,2024-12-03 15:00:00,Downtrend,Trend Continuation
2024-12-03 16:00:00,Bullish,149.0760040283203,149.0720062255859,0.003997802734403422,True,2024-12-03 18:00:00,Downtrend,Counter-Trend / Reversal
2024-12-03 20:00:00,Bullish,149.3979949951172,149.2120056152344,0.18598937988278408,True,2024-12-06 14:00:00,Downtrend,Counter-Trend / Reversal
2024-12-03 22:00:00,Bullish,149.5489959716797,149.5240020751953,0.024993896484375,True,2024-12-04 00:00:00,Downtrend,Counter-Trend / Reversal
