datetime,type,gap_top,gap_bottom,gap_size,mitigated,mitigation_time,trend_at_creation,context
2025-10-29 02:00:00,Bullish,151.8840026855469,151.7940063476562,0.08999633789071027,True,2025-10-29 13:00:00,Neutral,Counter-Trend / Reversal
2025-10-29 02:30:00,Bullish,151.9669952392578,151.9160003662109,0.05099487304690342,True,2025-10-29 03:00:00,Neutral,Counter-Trend / Reversal
2025-10-29 05:30:00,Bullish,152.322998046875,152.1139984130859,0.20899963378909092,True,2025-10-29 06:00:00,Neutral,Counter-Trend / Reversal
2025-10-29 06:30:00,Bearish,152.322998046875,152.2850036621094,0.03799438476559658,True,2025-10-29 08:00:00,Neutral,Counter-Trend / Reversal
2025-10-29 07:00:00,Bearish,152.2579956054688,152.1790008544922,0.07899475097661934,True,2025-10-29 08:00:00,Neutral,Counter-Trend / Reversal
2025-10-29 08:30:00,Bullish,152.2129974365234,152.1399993896484,0.072998046875,True,2025-10-29 09:30:00,Neutral,Counter-Trend / Reversal
2025-10-29 09:00:00,Bullish,152.3119964599609,152.2920074462891,0.019989013671818157,True,2025-10-29 09:30:00,Neutral,Counter-Trend / Reversal
2025-10-29 13:30:00,Bearish,152.1909942626953,152.0709991455078,0.1199951171875,True,2025-10-29 14:00:00,Neutral,Counter-Trend / Reversal
2025-10-29 17:30:00,Bullish,152.1900024414062,152.1779937744141,0.012008666992102235,True,2025-10-29 18:00:00,Neutral,Counter-Trend / Reversal
2025-10-29 19:00:00,Bullish,152.7720031738281,152.4859924316406,0.2860107421875,True,2025-10-29 19:30:00,Neutral,Counter-Trend / Reversal
2025-10-29 21:00:00,Bearish,152.7669982910156,152.7359924316406,0.031005859375,True,2025-10-29 22:30:00,Neutral,Counter-Trend / Reversal
2025-10-30 03:30:00,Bullish,152.906005859375,152.4909973144531,0.4150085449219034,True,2025-10-30 04:00:00,Uptrend,Trend Continuation
2025-10-30 07:00:00,Bullish,153.27099609375,153.0839996337891,0.18699645996090908,True,2025-11-05 00:30:00,Uptrend,Trend Continuation
2025-10-30 08:30:00,Bullish,153.6779937744141,153.4819946289062,0.19599914550789777,True,2025-10-30 09:00:00,Uptrend,Trend Continuation
2025-10-30 10:30:00,Bullish,153.8410034179688,153.7989959716797,0.04200744628911934,True,2025-10-30 23:30:00,Uptrend,Trend Continuation
2025-10-30 12:00:00,Bullish,154.0740051269531,154.0039978027344,0.07000732421869316,True,2025-10-30 14:00:00,Uptrend,Trend Continuation
2025-10-30 14:00:00,Bearish,154.2489929199219,154.2350006103516,0.0139923095703125,True,2025-10-30 14:30:00,Uptrend,Counter-Trend / Reversal
2025-10-31 00:00:00,Bearish,154.0590057373047,153.9720001220703,0.087005615234375,True,2025-10-31 00:30:00,Uptrend,Counter-Trend / Reversal
2025-10-31 01:30:00,Bearish,153.8480072021484,153.843994140625,0.004013061523409078,True,2025-10-31 02:00:00,Uptrend,Counter-Trend / Reversal
